montant,heure,frequence_7j,anciennete_jours,type_contrepartie,fraude
20343.0,15,6,1585,marchand,0
10058.0,12,4,307,marchand,0
8738.0,13,5,931,marchand,0
2434.0,14,10,2306,marchand,1
2154.0,20,2,429,particulier,0
18645.0,12,5,917,marchand,0
6074.0,16,3,1392,marchand,0
2595.0,21,3,1663,particulier,0
2797.0,20,3,1452,agent,0
24250.0,16,12,411,marchand,0
13190.0,15,6,2113,marchand,0
284.0,23,3,1608,particulier,0
6497.0,9,1,996,particulier,0
7901.0,11,2,1768,particulier,0
11921.0,18,6,1391,marchand,0
4012.0,23,2,1984,particulier,0
12650.0,15,8,842,marchand,0
2595.0,21,3,976,particulier,0
575.0,20,5,94,particulier,0
11590.0,16,5,2368,marchand,0
9892.0,12,3,1724,marchand,0
1337.0,18,4,646,agent,0
3512.0,20,2,2059,particulier,0
9191.0,18,3,1487,particulier,0
2972.0,19,3,1353,particulier,0
28779.0,23,4,941,particulier,0
5312.0,10,4,1021,particulier,0
3177.0,22,1,1479,facture,0
1236.0,20,5,1095,particulier,0
2389.0,21,3,1930,particulier,0
3536.0,15,7,141,marchand,0
8777.0,13,6,1043,marchand,0
3033.0,8,5,234,particulier,0
25078.0,9,6,1405,marchand,0
2330.0,22,4,1581,particulier,0
19856.0,10,11,1398,marchand,0
25010.0,14,6,228,marchand,0
2509.0,8,4,590,agent,0
7123.0,12,5,1974,marchand,0
24458.0,13,11,1421,marchand,0
4370.0,21,3,1419,agent,0
10314.0,16,5,1574,marchand,0
11691.0,10,8,230,marchand,0
19546.0,15,7,606,marchand,0
29537.0,12,7,2053,marchand,0
2797.0,10,3,2344,particulier,0
1783.0,19,2,1398,particulier,0
9169.0,13,1,18,particulier,0
4988.0,8,5,528,marchand,0
247.0,13,3,1399,particulier,0
27263.0,15,5,1326,marchand,0
19466.0,12,5,935,marchand,0
59161.0,14,3,68,marchand,0
8763.0,11,9,395,marchand,0
20360.0,9,15,231,marchand,0
9601.0,11,10,494,marchand,0
47242.0,15,8,1253,marchand,0
19042.0,16,7,194,marchand,0
2235.0,16,3,1459,agent,0
3126.0,21,3,1992,particulier,0
3523.0,19,6,570,facture,0
5587.0,18,7,753,agent,0
1567.0,22,6,1191,particulier,0
7289.0,10,5,555,particulier,0
12092.0,17,8,1669,marchand,0
10388.0,12,3,1724,marchand,0
798.0,17,2,661,facture,0
677.0,7,4,113,particulier,0
17109.0,23,5,873,particulier,0
2704.0,18,1,1410,particulier,0
15786.0,15,16,2116,marchand,0
7793.0,17,3,2310,particulier,0
7986.0,8,3,2124,particulier,0
5691.0,12,0,395,particulier,0
5168.0,19,3,1668,particulier,0
1142.0,10,4,773,facture,0
5272.0,7,5,530,particulier,0
4166.0,21,3,2099,agent,0
8172.0,10,8,1422,marchand,0
3168.0,23,4,172,particulier,0
3042.0,23,3,240,particulier,0
2799.0,20,3,2301,agent,0
4222.0,15,11,2196,marchand,0
6889.0,7,1,1750,particulier,0
4241.0,22,4,1935,particulier,0
7667.0,15,7,2253,marchand,0
1858.0,10,1,816,particulier,0
16776.0,18,4,1167,marchand,0
1863.0,23,4,797,agent,0
908.0,22,4,1787,agent,0
3132.0,11,4,1591,particulier,0
3624.0,13,5,2273,marchand,0
17218.0,15,10,990,marchand,0
4056.0,10,0,99,particulier,0
3743.0,20,4,1772,particulier,0
3242.0,15,1,1888,agent,0
22468.0,17,5,2071,marchand,0
8699.0,17,12,1859,marchand,0
17112.0,10,4,276,particulier,0
5595.0,15,7,144,marchand,0
4790.0,19,5,1803,agent,0
11541.0,16,6,49,marchand,0
3152.0,11,3,1221,marchand,0
17673.0,14,7,1020,marchand,0
3003.0,8,5,1590,particulier,0
18088.0,17,11,758,marchand,0
10183.0,15,8,320,marchand,0
6333.0,10,3,132,particulier,0
2347.0,22,4,1867,particulier,0
4671.0,7,4,710,particulier,0
3870.0,21,1,1618,agent,0
379.0,11,2,2043,agent,0
16382.0,15,6,1115,marchand,0
9420.0,18,2,1455,marchand,0
9602.0,18,6,1364,marchand,0
20949.0,15,8,2212,marchand,0
11989.0,13,11,870,marchand,0
2569.0,16,7,954,particulier,0
26068.0,10,7,1615,marchand,0
10345.0,11,3,182,particulier,0
29176.0,16,2,1872,particulier,0
17148.0,11,6,1155,marchand,0
15191.0,17,0,1011,particulier,0
12457.0,15,6,1937,marchand,0
24880.0,12,11,29,marchand,0
3408.0,6,3,512,particulier,0
1546.0,8,3,1295,particulier,0
1799.0,17,3,758,particulier,0
5645.0,8,4,138,particulier,0
29258.0,19,6,1817,marchand,0
20979.0,11,7,1982,marchand,0
6752.0,17,4,330,facture,0
4244.0,21,2,436,particulier,0
18602.0,14,9,975,marchand,0
10791.0,15,4,1786,marchand,0
13371.0,16,2,2231,marchand,0
2643.0,18,1,830,particulier,0
5657.0,20,3,982,particulier,0
12026.0,10,8,833,marchand,0
2175.0,18,1,2399,agent,0
9098.0,21,2,1844,particulier,0
20734.0,13,10,1252,marchand,0
9608.0,23,2,1015,particulier,0
13620.0,14,6,492,marchand,0
7647.0,17,8,1520,marchand,0
21367.0,15,3,906,marchand,0
9352.0,11,6,2346,marchand,0
14410.0,16,7,1864,marchand,0
5274.0,23,3,1865,particulier,0
3487.0,10,6,1947,agent,0
5249.0,10,4,2094,particulier,0
27921.0,11,7,1275,marchand,0
13116.0,10,10,656,marchand,0
17028.0,12,8,160,marchand,0
23744.0,16,4,893,marchand,0
1320.0,20,4,1246,particulier,0
2595.0,12,3,2389,agent,0
58701.0,14,8,206,marchand,0
9460.0,12,5,130,marchand,0
4618.0,12,3,136,marchand,0
10849.0,9,5,1847,marchand,0
1527.0,7,2,1839,particulier,0
7927.0,18,3,227,particulier,0
10751.0,18,15,1044,marchand,0
5075.0,11,10,1356,marchand,0
1595.0,23,5,786,particulier,0
1016.0,21,2,605,particulier,0
16597.0,14,11,275,marchand,0
21882.0,16,8,1019,marchand,0
13744.0,11,2,173,agent,0
3569.0,20,2,1800,agent,0
2644.0,9,4,315,particulier,0
6147.0,18,4,1569,agent,0
18001.0,12,9,2252,marchand,0
6417.0,20,4,1600,particulier,0
16884.0,9,1,1679,particulier,0
695.0,19,5,2169,particulier,0
2582.0,8,1,1321,particulier,0
10151.0,12,6,1909,marchand,0
3619.0,21,4,414,particulier,0
9217.0,12,7,1253,marchand,0
10321.0,16,7,511,marchand,0
485.0,18,4,248,particulier,0
7523.0,20,5,1252,particulier,0
901.0,9,5,1402,particulier,0
4288.0,23,3,603,particulier,0
35070.0,7,8,1510,marchand,0
7804.0,20,1,435,particulier,0
6707.0,11,6,2256,agent,0
10958.0,9,6,2255,marchand,0
4075.0,16,3,671,facture,0
9407.0,18,2,1333,particulier,0
450.0,18,4,304,facture,0
2252.0,6,3,1272,particulier,0
4792.0,11,3,808,particulier,0
660.0,23,3,1975,facture,0
713.0,23,2,835,particulier,0
7617.0,21,2,1657,particulier,0
4121.0,22,3,218,particulier,0
12355.0,9,3,675,particulier,0
113166.0,12,4,925,marchand,0
1289.0,18,4,1083,particulier,0
5490.0,10,5,286,marchand,0
8164.0,16,2,1907,marchand,0
26745.0,14,6,1478,marchand,0
2514.0,8,0,74,particulier,0
2709.0,23,3,424,particulier,0
1728.0,21,4,2352,agent,0
4881.0,19,7,558,particulier,0
9378.0,10,2,760,marchand,0
29778.0,13,13,2007,marchand,0
14841.0,10,3,930,marchand,0
7736.0,13,10,574,marchand,0
7257.0,18,3,909,particulier,0
10103.0,15,6,1337,marchand,0
3409.0,12,5,2246,agent,0
13119.0,12,7,1379,marchand,0
3104.0,22,2,273,particulier,0
4183.0,12,4,1699,particulier,0
8708.0,13,7,1977,marchand,0
6350.0,8,5,2137,particulier,0
1882.0,11,3,192,particulier,0
3770.0,18,3,496,particulier,0
8243.0,13,6,604,marchand,0
2324.0,9,4,1404,agent,0
5004.0,9,2,1628,particulier,0
19160.0,14,10,2392,marchand,0
115595.0,17,9,918,marchand,0
14496.0,22,3,286,particulier,0
8987.0,15,6,517,marchand,0
16912.0,17,12,1204,marchand,0
1386.0,14,5,1266,facture,0
3090.0,9,3,2063,particulier,0
14086.0,13,11,1335,marchand,0
984.0,17,4,206,particulier,0
4075.0,11,2,365,particulier,0
2358.0,6,4,2049,particulier,0
1281.0,9,1,1146,particulier,0
3598.0,23,2,1048,particulier,0
2335.0,23,3,756,particulier,0
5205.0,16,7,1926,marchand,0
1758.0,23,3,619,facture,0
13571.0,9,8,1441,marchand,0
8750.0,20,2,1765,agent,0
1957.0,20,0,1085,facture,0
20402.0,12,6,1722,marchand,0
15188.0,18,5,1881,marchand,0
69902.0,16,11,1417,marchand,0
19107.0,15,5,324,marchand,0
4672.0,13,10,2303,marchand,0
3307.0,9,3,1474,particulier,0
1678.0,11,3,530,particulier,0
3471.0,22,6,55,agent,0
3555.0,22,0,685,agent,0
25101.0,13,3,478,marchand,0
2161.0,19,3,477,particulier,0
23051.0,12,12,1418,marchand,0
1631.0,10,6,40,particulier,0
19949.0,13,9,2167,marchand,0
5460.0,10,3,63,particulier,0
26396.0,15,7,1102,marchand,0
12784.0,13,5,1637,marchand,0
1011.0,20,2,585,particulier,0
5589.0,11,7,1565,marchand,0
1503.0,22,4,2013,facture,0
14046.0,13,7,494,marchand,0
5969.0,11,6,388,agent,0
1180.0,18,4,1563,particulier,0
38204.0,12,8,740,marchand,0
3065.0,20,6,839,particulier,0
7825.0,23,2,302,particulier,0
11476.0,20,5,2088,particulier,0
13549.0,16,8,1994,marchand,0
21538.0,17,11,775,marchand,0
2599.0,20,5,1072,particulier,0
1307.0,19,6,1780,particulier,0
3257.0,18,3,135,agent,0
4162.0,14,10,425,marchand,0
6811.0,12,8,1057,marchand,0
2337.0,12,9,42,particulier,0
284.0,23,4,517,agent,0
818.0,19,3,753,agent,0
8598.0,9,2,961,marchand,0
4040.0,10,9,796,marchand,0
21817.0,19,8,1735,marchand,0
7670.0,7,10,2054,marchand,0
16895.0,11,6,101,marchand,0
5790.0,14,13,820,marchand,0
9366.0,9,2,2080,particulier,0
10758.0,9,3,1669,marchand,0
7916.0,15,6,1985,marchand,0
2084.0,4,1,260,particulier,0
13642.0,23,5,193,particulier,0
31930.0,12,9,537,marchand,0
11265.0,13,11,1356,marchand,0
35093.0,14,7,2397,marchand,0
5720.0,23,6,2150,facture,0
1328.0,21,3,760,particulier,0
2548.0,17,2,1603,particulier,0
1032.0,10,4,1359,particulier,0
2259.0,7,2,1673,particulier,0
1998.0,19,5,1349,particulier,0
12624.0,13,5,2345,marchand,0
26819.0,13,3,831,marchand,0
1472.0,8,2,735,particulier,0
9675.0,22,5,816,facture,0
9304.0,20,1,1446,particulier,0
43585.0,11,10,922,marchand,0
6180.0,23,3,661,particulier,0
1551.0,19,3,211,facture,0
519.0,23,2,1425,particulier,0
3597.0,8,3,905,particulier,0
3690.0,21,4,2265,particulier,0
2376.0,23,5,1156,particulier,0
14249.0,16,11,1716,marchand,0
1999.0,19,3,629,particulier,0
6122.0,12,14,2318,marchand,1
13620.0,12,7,627,marchand,0
3491.0,17,4,236,agent,0
1792.0,20,7,551,agent,0
6050.0,10,3,1921,particulier,0
10967.0,8,6,1526,marchand,0
20418.0,15,8,2171,marchand,0
5116.0,9,2,1638,particulier,0
24803.0,9,14,1578,marchand,0
1896.0,22,4,1114,particulier,0
2254.0,9,4,1389,particulier,0
5070.0,20,3,1747,particulier,0
13788.0,18,4,341,agent,0
11132.0,13,10,2179,marchand,0
8501.0,23,2,1371,particulier,0
5983.0,13,6,804,marchand,0
10666.0,16,3,2105,marchand,0
1636.0,23,2,324,agent,0
1148.0,10,2,634,particulier,0
13822.0,16,7,861,marchand,0
15003.0,11,3,2178,particulier,0
1683.0,16,1,561,agent,0
14712.0,14,7,1444,marchand,0
3256.0,23,3,585,particulier,0
19231.0,14,11,2196,marchand,0
32433.0,12,5,2066,marchand,0
8524.0,19,9,2249,marchand,0
13474.0,6,3,363,particulier,0
7591.0,20,3,1253,agent,0
10306.0,12,13,1456,marchand,0
15921.0,19,8,1978,marchand,0
29227.0,16,3,1324,marchand,0
29724.0,14,7,483,marchand,0
14740.0,15,5,232,marchand,0
78095.0,12,7,1369,marchand,0
6376.0,21,2,2292,particulier,0
10955.0,10,5,795,particulier,0
9852.0,15,6,849,marchand,0
2162.0,21,0,1415,agent,0
7638.0,15,4,52,marchand,0
6277.0,8,1,690,particulier,0
8339.0,11,5,1922,marchand,0
2523.0,19,1,251,particulier,0
4230.0,17,7,149,marchand,0
15942.0,15,8,287,marchand,0
2034.0,16,3,1138,facture,0
8424.0,10,7,309,marchand,0
4383.0,23,1,1961,particulier,0
13501.0,21,3,61,particulier,0
1266.0,7,3,1152,agent,0
21622.0,15,11,1338,marchand,0
3060.0,10,4,1322,particulier,0
18006.0,16,3,937,marchand,0
4487.0,9,0,357,particulier,0
12375.0,16,8,1112,marchand,0
3112.0,15,2,706,particulier,0
2057.0,23,6,1359,particulier,0
4119.0,12,4,763,agent,0
4089.0,22,2,1847,particulier,0
1357.0,18,3,683,agent,0
1260.0,18,3,1020,agent,0
18879.0,14,7,2241,marchand,0
16790.0,11,11,2305,marchand,0
19765.0,14,9,78,marchand,0
13287.0,15,11,2045,marchand,0
5309.0,11,1,177,particulier,0
1145.0,23,4,1427,particulier,0
6809.0,9,4,1889,particulier,0
4482.0,19,3,1619,particulier,0
1085.0,11,3,2327,particulier,0
897.0,13,5,114,particulier,0
18647.0,11,5,514,marchand,0
10087.0,23,2,2287,agent,0
7666.0,8,1,2033,particulier,0
19594.0,12,9,845,marchand,0
10352.0,9,7,67,marchand,0
31275.0,10,5,2086,marchand,0
9892.0,15,7,2032,marchand,0
10544.0,9,4,286,particulier,0
1693.0,7,2,1567,particulier,0
23282.0,12,8,1918,marchand,0
9663.0,10,10,641,marchand,0
14634.0,10,6,136,marchand,0
2721.0,19,4,740,particulier,0
15993.0,15,5,873,marchand,0
12323.0,17,8,1364,marchand,0
28200.0,13,10,1347,marchand,0
38711.0,13,7,1149,marchand,0
3336.0,19,2,869,particulier,0
1409.0,23,4,2327,agent,0
12234.0,10,11,2060,marchand,0
8041.0,9,3,85,particulier,0
1703.0,13,3,23,particulier,0
1739.0,18,3,1028,agent,0
6117.0,23,6,1983,particulier,0
3908.0,8,3,11,particulier,0
20239.0,11,7,288,marchand,0
4434.0,21,5,1958,particulier,0
355.0,19,6,1462,particulier,0
14400.0,18,6,424,marchand,0
13880.0,14,11,24,marchand,0
7341.0,22,4,1080,particulier,0
36446.0,15,7,2156,marchand,0
3059.0,14,4,1575,agent,0
6111.0,7,3,207,particulier,0
5263.0,16,3,280,particulier,0
1901.0,19,3,2165,particulier,0
1811.0,5,3,946,particulier,0
15156.0,8,7,923,marchand,0
2206.0,5,7,1349,particulier,0
17473.0,17,7,559,marchand,0
734.0,23,2,650,particulier,0
2999.0,15,3,1798,agent,0
3253.0,18,10,1661,particulier,0
20161.0,18,11,87,marchand,0
3385.0,20,3,1496,particulier,0
5075.0,20,4,2038,particulier,0
39630.0,10,9,308,marchand,0
9475.0,12,7,470,marchand,0
1475.0,20,6,188,particulier,0
8131.0,14,10,1093,marchand,0
14955.0,11,6,2270,marchand,0
40966.0,13,5,1766,marchand,0
3040.0,19,0,253,particulier,0
3432.0,21,1,1455,agent,0
5870.0,5,1,1477,particulier,0
10362.0,10,4,1574,agent,0
4416.0,22,4,1377,particulier,0
13149.0,11,9,1417,marchand,0
21936.0,12,7,1127,marchand,0
3715.0,7,1,973,agent,0
6788.0,11,4,2032,particulier,0
8006.0,19,3,1416,agent,0
2007.0,8,2,1387,particulier,0
14857.0,15,7,1255,marchand,0
3599.0,23,4,1661,particulier,0
20405.0,23,2,1843,particulier,0
1284.0,9,0,2357,facture,0
9908.0,15,6,1065,marchand,0
1296.0,10,2,301,particulier,0
2833.0,23,7,1837,particulier,0
8522.0,22,1,1554,particulier,0
70752.0,9,6,1697,marchand,0
8439.0,21,1,1798,particulier,0
2133.0,21,4,1533,particulier,0
1498.0,23,4,673,particulier,0
18708.0,17,6,610,marchand,0
5749.0,23,7,1393,particulier,0
1654.0,8,1,1147,agent,0
30451.0,15,8,460,marchand,0
2658.0,19,2,2098,particulier,0
32127.0,16,11,196,marchand,0
3579.0,11,3,1018,particulier,0
9220.0,8,6,2092,particulier,0
27648.0,12,6,927,marchand,0
17409.0,11,4,1086,marchand,0
1222.0,22,4,1138,particulier,0
12403.0,20,1,1251,agent,0
27703.0,9,9,387,marchand,0
2496.0,21,2,1746,particulier,0
8143.0,15,11,1043,marchand,0
9245.0,16,7,2175,marchand,0
4226.0,16,7,2289,marchand,0
7307.0,22,1,1580,particulier,0
23400.0,18,11,461,marchand,0
13031.0,13,8,1534,marchand,0
7189.0,12,3,843,particulier,0
20164.0,14,11,1632,marchand,0
1157.0,6,5,1985,particulier,0
9848.0,13,8,5,marchand,0
1424.0,10,2,1176,particulier,0
1616.0,18,1,1296,particulier,0
463.0,6,5,2041,agent,0
5463.0,8,3,668,particulier,0
6500.0,20,1,1107,facture,0
11266.0,20,0,798,agent,0
8091.0,13,3,985,marchand,0
4166.0,11,4,385,particulier,0
10119.0,19,7,2131,particulier,0
8935.0,14,3,1970,marchand,0
7127.0,9,5,807,particulier,0
1612.0,9,4,1471,particulier,0
985.0,11,4,65,particulier,0
23882.0,17,11,1800,marchand,0
5169.0,20,2,2241,particulier,0
9122.0,16,4,1321,marchand,0
6158.0,11,5,418,marchand,0
1988.0,19,5,565,particulier,0
1064.0,19,4,1411,agent,0
6861.0,11,1,1557,particulier,0
5728.0,20,4,890,particulier,0
20248.0,15,6,204,marchand,0
19731.0,14,5,1061,marchand,0
10632.0,21,1,1258,particulier,0
2880.0,19,1,860,facture,0
4661.0,14,12,1086,marchand,1
3510.0,17,7,299,particulier,0
2446.0,11,1,1052,agent,0
1106.0,22,3,1616,particulier,0
37019.0,17,3,1269,marchand,0
656.0,6,4,836,particulier,0
9918.0,8,3,166,marchand,0
9513.0,15,10,1518,marchand,0
1021.0,23,1,1931,particulier,0
28469.0,13,7,270,marchand,0
3460.0,23,1,873,particulier,0
13640.0,17,6,850,marchand,0
2334.0,16,3,1607,particulier,0
2185.0,20,3,2338,particulier,0
21037.0,12,6,714,marchand,0
24141.0,15,6,632,marchand,0
2780.0,10,2,1858,particulier,0
1696.0,17,4,1694,particulier,0
36311.0,18,6,1876,marchand,0
5910.0,21,1,1738,facture,0
17182.0,8,3,203,marchand,0
1654.0,21,1,570,facture,0
19634.0,14,6,2007,marchand,0
16332.0,15,8,120,marchand,0
793.0,10,4,1155,agent,0
55741.0,23,3,271,particulier,1
3108.0,22,2,1976,agent,0
3940.0,13,4,1930,marchand,0
12318.0,20,4,1933,marchand,0
34392.0,14,11,195,marchand,0
991.0,9,3,463,particulier,0
3008.0,17,3,1523,facture,0
4334.0,15,2,1023,particulier,0
12370.0,18,10,1418,marchand,0
11633.0,7,4,852,particulier,0
10216.0,8,8,2146,marchand,0
8385.0,22,2,2312,particulier,0
9791.0,12,5,2105,agent,0
1480.0,11,2,260,agent,0
22924.0,12,7,2391,marchand,0
16983.0,14,7,1348,marchand,0
5390.0,17,4,1065,particulier,0
2995.0,8,2,1179,agent,0
15909.0,12,8,2255,marchand,0
2069.0,17,3,2309,particulier,0
17008.0,16,12,1246,marchand,0
7749.0,13,8,400,marchand,0
8172.0,13,9,1850,marchand,0
7302.0,8,9,2324,marchand,0
20318.0,13,5,2180,marchand,0
15453.0,20,2,2248,particulier,0
3800.0,21,3,881,particulier,0
2198.0,21,0,2395,particulier,0
9420.0,15,5,2313,marchand,0
1602.0,19,4,337,agent,0
36062.0,16,7,461,marchand,0
38235.0,12,6,1282,marchand,0
1598.0,7,1,1557,agent,0
238.0,21,6,1372,particulier,0
20340.0,12,6,987,marchand,0
2102.0,8,2,1019,agent,0
13181.0,17,5,148,marchand,0
2810.0,12,6,585,particulier,0
10433.0,12,6,2204,marchand,0
5879.0,18,1,2231,particulier,0
12526.0,10,11,829,marchand,0
2222.0,11,3,531,agent,0
1843.0,17,3,188,particulier,0
10077.0,13,8,2081,marchand,0
4037.0,5,1,996,particulier,0
4358.0,16,3,368,particulier,0
11913.0,13,4,1526,marchand,0
2175.0,8,2,296,particulier,0
3353.0,9,3,751,facture,0
1792.0,18,0,732,particulier,0
9775.0,22,2,1188,agent,0
3837.0,12,4,435,marchand,0
3272.0,19,1,1599,agent,0
6392.0,14,6,32,marchand,0
12348.0,15,7,2132,marchand,0
25329.0,17,7,1606,marchand,0
9779.0,13,7,1536,marchand,0
4133.0,23,1,597,particulier,0
18171.0,12,1,970,marchand,0
1259.0,19,4,857,particulier,0
1563.0,7,4,2148,particulier,0
1229.0,20,2,321,particulier,0
10608.0,23,4,520,particulier,0
3631.0,11,3,1122,particulier,0
6751.0,7,4,62,particulier,0
8191.0,13,8,1742,marchand,0
2811.0,23,3,782,particulier,0
22969.0,15,8,747,marchand,0
10271.0,13,4,1628,agent,0
2660.0,20,6,702,particulier,0
1077.0,21,4,1265,particulier,0
9899.0,10,14,9,marchand,0
2886.0,22,2,1871,particulier,0
10217.0,19,3,1431,agent,0
10796.0,23,0,1095,particulier,0
28689.0,14,11,2269,marchand,0
18897.0,13,12,927,marchand,0
3950.0,22,4,1181,agent,0
5065.0,11,3,1556,particulier,0
18713.0,14,4,487,marchand,0
10006.0,15,8,1517,marchand,0
8244.0,8,8,1230,marchand,0
11777.0,13,7,1903,marchand,0
5548.0,14,9,1639,marchand,0
15705.0,20,2,958,particulier,0
15892.0,12,9,1106,marchand,0
2126.0,23,4,1707,agent,0
13389.0,16,8,1953,marchand,0
5371.0,20,6,1855,particulier,0
2133.0,20,7,13,particulier,0
6627.0,18,10,829,marchand,0
1794.0,16,3,964,agent,0
1468.0,9,3,614,particulier,0
8719.0,14,6,2058,marchand,0
4624.0,6,5,255,particulier,0
4552.0,9,2,1441,facture,0
1164.0,23,5,1561,particulier,0
4756.0,20,0,1340,particulier,0
15551.0,17,9,661,marchand,0
11294.0,14,5,111,marchand,0
10475.0,8,8,1197,marchand,0
6047.0,21,3,626,agent,0
27973.0,10,4,1800,particulier,0
2133.0,19,4,2195,agent,0
17742.0,23,6,1684,agent,0
13979.0,23,1,306,facture,0
10535.0,17,9,540,marchand,0
1854.0,22,2,1971,agent,0
1895.0,11,5,803,particulier,0
6456.0,10,6,1605,marchand,0
23544.0,9,10,808,marchand,0
5618.0,8,3,1136,particulier,0
2924.0,14,7,1469,marchand,1
4772.0,22,7,144,agent,0
6409.0,13,9,298,marchand,0
5903.0,21,2,1827,particulier,0
29087.0,15,6,1233,marchand,0
10911.0,14,6,546,marchand,0
4166.0,22,4,960,particulier,0
3119.0,22,3,1249,agent,0
3929.0,18,5,1236,particulier,0
13611.0,15,4,381,marchand,0
1872.0,23,3,215,particulier,0
5925.0,17,12,1810,marchand,1
7137.0,15,6,2107,marchand,0
1895.0,23,6,989,particulier,0
8596.0,14,6,1502,marchand,0
3834.0,18,2,1256,particulier,0
4627.0,15,4,1640,particulier,0
5054.0,23,3,1938,particulier,0
11072.0,15,12,634,marchand,0
21804.0,16,4,87,marchand,0
17700.0,11,8,433,marchand,0
