montant,heure,frequence_7j,anciennete_jours,type_contrepartie,fraude
2101.0,17,3,47,particulier,0
1563.0,11,1,2174,particulier,0
3041.0,11,3,1612,agent,0
739.0,20,4,1296,particulier,0
947.0,11,4,201,particulier,0
20128.0,11,2,2109,particulier,0
1103.0,17,4,1003,particulier,0
1297.0,8,6,246,agent,0
15699.0,23,3,1699,particulier,0
38922.0,23,6,1861,facture,1
1217.0,15,2,1816,particulier,0
2409.0,22,4,988,facture,0
4404.0,19,5,2148,agent,0
14320.0,19,6,1706,particulier,0
1424.0,11,4,611,particulier,0
2674.0,23,3,1532,particulier,0
6379.0,22,3,893,particulier,0
4767.0,10,2,1374,agent,0
2393.0,13,1,1671,particulier,0
2940.0,22,3,160,particulier,0
1024.0,7,5,1718,particulier,0
2691.0,21,3,915,particulier,0
2627.0,22,5,1725,particulier,0
4013.0,19,1,1784,agent,0
2055.0,18,4,1185,particulier,0
4919.0,8,2,414,particulier,0
7792.0,20,5,2007,particulier,0
3760.0,21,3,1625,particulier,0
4443.0,22,5,1150,facture,0
3447.0,23,2,1036,particulier,0
3295.0,11,1,678,particulier,0
1784.0,22,3,1323,particulier,0
4311.0,5,3,218,facture,0
3033.0,20,6,1318,particulier,0
19520.0,10,3,2083,particulier,0
12548.0,8,4,380,particulier,0
4573.0,22,1,730,particulier,0
1722.0,19,1,508,particulier,0
1280.0,10,1,1954,particulier,0
9068.0,21,1,2100,facture,0
4119.0,21,5,1387,agent,0
4955.0,8,7,55,particulier,0
748.0,12,1,580,particulier,0
7247.0,8,5,1033,agent,0
4848.0,7,5,1674,particulier,0
1282.0,23,2,1097,facture,0
2207.0,10,3,1506,particulier,0
4122.0,19,3,1527,particulier,0
3445.0,11,4,2036,particulier,0
2570.0,7,4,1830,particulier,0
3017.0,21,3,436,particulier,0
2659.0,12,4,1413,particulier,0
3751.0,22,3,935,particulier,0
11508.0,23,3,1675,particulier,0
372.0,19,6,399,particulier,0
2694.0,22,6,2078,particulier,0
3828.0,17,2,1373,particulier,0
4237.0,8,3,152,particulier,0
2402.0,21,6,1781,particulier,0
740.0,6,3,365,particulier,0
4354.0,23,2,519,facture,0
14303.0,6,2,1835,particulier,0
894.0,8,3,1267,agent,0
6865.0,19,3,1338,particulier,0
2492.0,20,0,637,particulier,0
3127.0,10,4,1384,particulier,0
1346.0,21,1,1179,particulier,0
2479.0,22,3,1622,particulier,0
9947.0,22,1,2060,facture,0
5406.0,18,2,1540,particulier,0
14364.0,10,2,1692,particulier,0
8962.0,9,6,894,particulier,0
4785.0,9,4,1199,particulier,0
14506.0,17,2,1521,facture,0
4785.0,9,3,1160,particulier,0
6659.0,23,5,53,particulier,0
2560.0,7,2,61,particulier,0
3486.0,21,1,1614,particulier,0
1821.0,18,3,1962,particulier,0
7640.0,10,2,1559,particulier,0
1210.0,10,3,2003,particulier,0
6406.0,22,3,1462,facture,0
2802.0,19,6,842,particulier,0
8916.0,22,5,223,particulier,0
6237.0,12,6,1723,particulier,0
15484.0,11,0,1548,particulier,0
6131.0,8,4,2049,particulier,0
866.0,8,2,697,agent,0
3112.0,9,4,2160,agent,0
1217.0,19,1,2158,agent,0
2121.0,20,2,1552,particulier,0
11903.0,8,2,921,particulier,0
5664.0,22,4,736,particulier,0
1819.0,20,7,2003,agent,0
1392.0,18,2,105,facture,0
3388.0,15,4,779,particulier,0
1171.0,8,3,228,particulier,0
1862.0,17,3,323,particulier,0
4295.0,9,5,1321,particulier,0
8796.0,19,3,1379,particulier,0
5527.0,20,2,89,particulier,0
470.0,15,3,1511,agent,0
4267.0,22,5,1904,particulier,0
3502.0,20,3,1666,particulier,0
4684.0,12,2,591,particulier,0
13014.0,8,1,2042,particulier,0
570.0,20,4,1602,facture,0
1993.0,8,2,916,particulier,0
5444.0,13,7,1812,particulier,0
859.0,21,4,20,particulier,0
11551.0,22,3,1411,facture,0
4506.0,18,1,901,agent,0
6766.0,10,1,534,particulier,0
2028.0,19,5,1007,particulier,0
6579.0,12,5,1267,particulier,0
8170.0,7,3,730,particulier,0
4016.0,20,2,446,agent,0
4021.0,22,1,139,particulier,0
4146.0,21,3,1381,particulier,0
1582.0,19,5,1487,particulier,0
2906.0,10,3,165,particulier,0
2894.0,13,5,1805,agent,0
4564.0,21,3,484,particulier,0
7707.0,11,3,1369,particulier,0
1340.0,20,1,2056,particulier,0
2962.0,20,3,1334,particulier,0
11606.0,21,0,493,particulier,0
1751.0,20,0,258,particulier,0
1638.0,20,2,1868,particulier,0
3913.0,19,2,1129,facture,0
6753.0,6,5,1773,agent,0
3327.0,21,4,311,particulier,0
10195.0,23,7,258,agent,0
6825.0,22,1,11,particulier,0
6738.0,21,4,1969,particulier,0
5276.0,23,0,1350,particulier,0
23825.0,21,1,956,agent,0
2767.0,18,2,1746,agent,0
600.0,7,5,1665,particulier,0
12882.0,20,3,436,agent,0
2233.0,19,7,1017,particulier,0
3611.0,22,5,1304,particulier,0
10028.0,23,2,62,particulier,0
844.0,16,1,197,particulier,0
1137.0,20,1,2173,agent,0
845.0,8,2,611,particulier,0
1677.0,10,4,341,particulier,0
4787.0,11,5,1187,particulier,0
5144.0,23,4,228,particulier,0
4167.0,23,3,1128,particulier,0
991.0,23,3,171,particulier,0
462.0,13,2,887,agent,0
3450.0,18,0,1694,agent,0
2206.0,10,2,23,agent,0
4868.0,23,4,463,particulier,0
5983.0,18,1,1402,particulier,0
3705.0,20,3,209,particulier,0
6286.0,18,4,334,particulier,0
4003.0,8,1,654,particulier,0
5170.0,21,4,408,particulier,0
1810.0,21,1,2093,agent,0
2828.0,15,3,1361,particulier,0
3894.0,5,3,886,agent,0
6617.0,21,4,2036,particulier,0
2357.0,20,3,1423,particulier,0
5131.0,20,3,1503,particulier,0
2628.0,22,0,888,particulier,0
2981.0,17,3,911,agent,0
6668.0,19,1,845,particulier,0
605.0,22,3,1819,agent,0
1094.0,19,1,1944,particulier,0
935.0,21,5,956,particulier,0
453.0,7,5,377,particulier,0
1851.0,19,1,1189,particulier,0
6229.0,16,3,1252,particulier,0
2586.0,6,0,1060,agent,0
3898.0,9,3,2009,agent,0
8315.0,22,7,1738,particulier,0
10184.0,11,2,248,facture,0
3106.0,23,0,873,agent,0
10410.0,7,1,1888,particulier,0
3563.0,15,4,907,particulier,0
1617.0,7,3,995,facture,0
1988.0,18,2,1162,particulier,0
936.0,21,1,1703,particulier,0
1549.0,7,4,1228,particulier,0
2430.0,20,9,1096,agent,0
6523.0,22,4,1525,particulier,0
14224.0,22,2,653,particulier,0
1018.0,20,2,1294,particulier,0
4600.0,20,1,442,agent,0
1360.0,19,4,710,facture,0
4932.0,20,1,114,agent,0
2947.0,22,4,302,particulier,0
695.0,15,3,1811,particulier,0
7252.0,19,3,375,particulier,0
1970.0,17,1,1646,agent,0
2093.0,22,2,1511,agent,0
1327.0,20,4,844,particulier,0
1889.0,9,1,762,particulier,0
4740.0,9,4,800,particulier,0
2805.0,14,6,884,particulier,0
4356.0,9,3,1423,agent,0
4481.0,23,4,321,particulier,0
10123.0,9,2,1740,agent,0
2462.0,17,3,594,particulier,0
939.0,1,5,156,particulier,0
8161.0,18,5,1109,particulier,0
2486.0,23,5,1827,particulier,0
8496.0,12,2,1798,particulier,0
4564.0,16,2,367,facture,0
2947.0,7,4,848,particulier,0
4431.0,5,1,356,agent,0
17298.0,13,2,1867,particulier,0
19253.0,21,3,1644,particulier,0
3495.0,17,4,673,particulier,0
3775.0,13,6,2029,particulier,0
8224.0,23,3,235,particulier,0
1605.0,17,2,1004,particulier,0
4373.0,9,7,571,particulier,0
3223.0,12,8,1131,particulier,0
4302.0,10,9,630,agent,0
1622.0,19,1,585,particulier,0
853.0,23,2,537,particulier,0
566.0,10,5,621,particulier,0
1274.0,19,5,1293,particulier,0
2231.0,22,7,1003,agent,0
2568.0,19,2,1658,agent,0
17097.0,11,3,990,particulier,0
8435.0,20,3,1117,particulier,0
1454.0,22,4,56,facture,0
4427.0,23,2,794,facture,0
2331.0,23,5,118,particulier,0
2587.0,9,3,638,particulier,0
3857.0,23,2,1098,agent,0
5576.0,18,3,1215,particulier,0
2469.0,18,4,808,agent,0
8138.0,19,5,1461,agent,0
1248.0,19,4,1589,agent,0
3312.0,5,1,2005,facture,0
29972.0,15,2,633,particulier,0
3982.0,23,3,1805,particulier,0
11139.0,23,2,1116,particulier,0
3561.0,11,5,1324,agent,0
5397.0,13,3,773,particulier,0
3139.0,23,2,1084,particulier,0
2850.0,20,4,310,particulier,0
1698.0,19,3,1982,particulier,0
4749.0,14,1,1172,particulier,0
1597.0,7,1,1517,particulier,0
5801.0,12,2,1760,particulier,0
8287.0,6,6,684,particulier,0
4499.0,21,5,1980,facture,0
2583.0,22,4,803,particulier,0
4846.0,21,3,1511,particulier,0
2534.0,8,1,173,particulier,0
7297.0,22,2,13,facture,0
695.0,23,6,462,agent,0
2477.0,23,4,520,particulier,0
607.0,18,3,725,particulier,0
924.0,11,3,551,agent,0
10502.0,17,1,676,agent,0
7051.0,9,4,1901,particulier,0
1787.0,19,3,272,particulier,0
919.0,8,0,1822,particulier,0
265.0,8,2,136,particulier,0
2076.0,6,4,1528,particulier,0
25780.0,12,4,213,agent,1
4768.0,20,6,406,facture,0
2047.0,19,3,189,particulier,0
4892.0,9,2,2078,particulier,0
874.0,7,3,1554,particulier,0
2559.0,11,5,1851,particulier,0
3585.0,8,0,435,particulier,0
3062.0,22,3,1645,particulier,0
6452.0,21,5,1055,particulier,0
4416.0,11,3,1809,particulier,0
5814.0,18,4,447,facture,0
1835.0,5,4,677,particulier,0
7067.0,21,1,1113,agent,0
13156.0,12,7,1950,agent,1
1444.0,10,6,1042,particulier,0
1549.0,21,4,473,particulier,0
10254.0,9,4,806,particulier,0
2800.0,22,3,1169,facture,0
10864.0,19,1,243,particulier,0
2262.0,10,4,1924,facture,0
11348.0,19,3,187,particulier,0
3684.0,23,4,664,particulier,0
4103.0,12,2,752,particulier,0
12457.0,7,4,1521,particulier,0
2422.0,19,2,901,particulier,0
1480.0,14,4,498,particulier,0
2250.0,17,3,1189,particulier,0
4839.0,23,1,361,particulier,0
871.0,11,2,1635,particulier,0
5664.0,16,6,303,particulier,0
2084.0,4,2,72,particulier,0
8740.0,6,8,168,particulier,0
430.0,10,5,2121,particulier,0
1688.0,7,7,1641,particulier,0
786.0,22,6,2139,particulier,0
1632.0,11,1,1563,particulier,0
4066.0,20,2,1431,facture,0
2829.0,23,3,602,particulier,0
2656.0,23,1,557,facture,0
2878.0,12,4,916,particulier,0
3916.0,15,1,1031,particulier,0
1398.0,18,4,1917,agent,0
6008.0,23,5,1065,agent,0
5786.0,21,2,33,agent,0
4570.0,10,1,856,particulier,0
5287.0,19,6,752,particulier,0
4238.0,9,3,1217,particulier,0
18579.0,7,2,2025,particulier,0
3059.0,23,1,1055,particulier,0
2538.0,22,3,1536,agent,0
1736.0,22,1,1613,particulier,0
1370.0,22,2,1065,particulier,0
1144.0,20,4,330,agent,0
1548.0,18,3,1526,agent,0
3102.0,10,2,760,particulier,0
4377.0,23,4,1185,particulier,0
3441.0,20,1,2045,facture,0
1719.0,22,3,171,particulier,0
7081.0,10,3,777,particulier,0
6176.0,21,4,434,particulier,0
2876.0,7,2,689,agent,0
1891.0,22,3,781,particulier,0
5251.0,10,6,1455,particulier,0
3865.0,23,3,259,particulier,0
962.0,19,5,1388,particulier,0
3109.0,21,2,482,particulier,0
4116.0,18,2,1825,particulier,0
1533.0,8,6,1928,particulier,0
3871.0,19,6,1365,particulier,0
957.0,21,3,932,particulier,0
10257.0,22,2,1623,particulier,0
9516.0,21,4,557,particulier,0
2658.0,9,3,184,particulier,0
4487.0,22,6,718,particulier,0
425.0,9,2,1344,particulier,0
1233.0,13,1,1387,agent,0
2566.0,21,7,1772,particulier,0
1324.0,22,3,89,particulier,0
6047.0,18,4,474,agent,0
17992.0,22,0,1407,particulier,0
1212.0,11,2,1096,particulier,0
1617.0,22,5,26,particulier,0
4024.0,23,0,465,agent,0
12958.0,10,4,107,agent,0
1166.0,15,3,1788,agent,0
4071.0,12,2,148,particulier,0
15492.0,6,2,376,particulier,0
809.0,15,2,153,particulier,0
1109.0,22,4,1500,agent,0
2298.0,23,2,483,particulier,0
2116.0,8,5,993,particulier,0
6573.0,20,1,186,particulier,0
4046.0,9,0,226,particulier,0
729.0,10,2,1297,agent,0
5106.0,17,4,401,particulier,0
2016.0,8,3,1553,particulier,0
9733.0,23,2,2095,particulier,0
1932.0,22,2,428,particulier,0
1918.0,13,4,730,particulier,0
5218.0,22,4,2180,particulier,0
6301.0,7,1,351,particulier,0
4822.0,9,4,2080,particulier,0
786.0,23,5,796,particulier,0
5205.0,17,1,889,particulier,0
1368.0,21,3,1551,particulier,0
4024.0,22,3,2125,particulier,0
982.0,9,2,1494,particulier,0
4814.0,22,0,609,particulier,0
1660.0,8,3,184,agent,0
1107.0,16,5,1076,particulier,0
6044.0,22,5,985,particulier,0
4046.0,22,4,2185,particulier,0
1955.0,23,3,893,particulier,0
11311.0,23,3,1513,particulier,0
2265.0,18,3,560,agent,0
3386.0,23,2,2031,particulier,0
4141.0,22,2,969,particulier,0
1946.0,20,6,1123,facture,0
4917.0,18,3,700,particulier,0
2093.0,21,5,532,agent,0
2322.0,21,1,763,particulier,0
10491.0,8,2,772,particulier,0
1360.0,19,4,1644,particulier,0
424.0,22,5,2172,agent,0
12956.0,20,2,313,particulier,0
28765.0,23,2,172,particulier,0
2334.0,10,3,389,particulier,0
635.0,6,4,1501,particulier,0
2530.0,10,4,1466,particulier,0
2583.0,23,4,2115,particulier,0
2803.0,21,4,2138,particulier,0
1279.0,17,1,1977,particulier,0
5392.0,8,5,1127,particulier,0
5145.0,19,3,1878,particulier,0
925.0,21,4,1480,particulier,0
5969.0,18,4,237,particulier,0
18860.0,8,3,1546,particulier,0
3813.0,19,6,2109,particulier,0
2473.0,23,6,43,agent,0
2920.0,6,2,77,particulier,0
5558.0,19,6,1772,particulier,0
757.0,9,2,683,particulier,0
3789.0,18,9,73,particulier,0
2364.0,10,5,2095,particulier,0
15846.0,11,7,594,facture,0
2841.0,19,3,1687,particulier,0
13598.0,9,2,1644,particulier,0
1289.0,21,3,2113,agent,0
5427.0,23,5,590,particulier,0
4322.0,18,2,531,particulier,0
1574.0,20,5,2104,particulier,0
3831.0,20,6,1584,agent,0
9234.0,23,3,54,facture,0
2502.0,8,2,1680,particulier,0
782.0,9,3,1100,particulier,0
3246.0,21,3,1838,agent,0
1530.0,23,2,1042,agent,0
2463.0,23,5,1739,particulier,0
3074.0,22,2,844,particulier,0
773.0,10,0,1104,particulier,0
834.0,7,3,165,particulier,0
4963.0,23,3,39,particulier,0
2113.0,20,2,488,particulier,0
372.0,22,4,1269,particulier,0
6420.0,22,3,1413,particulier,0
4153.0,17,3,1831,particulier,0
1796.0,20,0,777,particulier,0
1076.0,21,3,927,particulier,0
6704.0,20,4,1710,agent,0
4434.0,9,1,706,particulier,0
24965.0,8,3,1229,particulier,0
4709.0,19,3,783,particulier,0
4580.0,17,2,1707,agent,0
2859.0,11,3,1434,particulier,0
6596.0,22,5,1910,particulier,0
5604.0,3,2,902,particulier,0
9547.0,22,5,2165,particulier,0
2115.0,8,2,1013,agent,0
2275.0,21,5,1038,particulier,0
2192.0,8,1,1628,particulier,0
6452.0,18,5,159,particulier,0
11774.0,8,2,1279,facture,0
2231.0,20,1,1286,particulier,0
2296.0,22,4,1302,particulier,0
4303.0,8,4,1034,particulier,0
2673.0,21,4,1535,particulier,0
7400.0,18,3,603,particulier,0
486.0,23,2,1951,particulier,0
1632.0,7,4,561,particulier,0
1694.0,10,3,1017,particulier,0
458.0,23,3,2178,particulier,0
1452.0,11,2,302,particulier,0
1513.0,9,4,215,particulier,0
2777.0,6,1,1870,agent,0
8485.0,17,2,108,particulier,0
2675.0,23,2,1003,particulier,0
1372.0,21,1,1720,particulier,0
3139.0,20,5,1756,particulier,0
8037.0,17,5,658,particulier,0
1437.0,9,1,1689,particulier,0
1519.0,20,4,572,particulier,0
5296.0,23,2,723,facture,0
2729.0,21,4,1848,particulier,0
5712.0,21,4,969,agent,0
3256.0,7,4,607,particulier,0
5981.0,23,3,2170,particulier,0
1367.0,10,3,803,agent,0
3261.0,23,1,1223,particulier,0
2754.0,20,3,1353,particulier,0
1172.0,12,2,796,particulier,0
872.0,9,5,501,particulier,0
5901.0,20,2,2173,particulier,0
2445.0,11,2,894,particulier,0
1382.0,15,3,1727,particulier,0
3036.0,21,4,78,particulier,0
8594.0,19,2,84,particulier,0
474.0,19,2,1603,particulier,0
923.0,8,1,701,particulier,0
1503.0,20,2,1227,particulier,0
11407.0,9,4,1548,particulier,0
4189.0,7,3,606,particulier,0
6325.0,17,5,1228,particulier,0
1250.0,21,2,539,particulier,0
1272.0,19,0,1707,agent,0
4821.0,17,0,252,particulier,0
3462.0,7,3,1561,agent,0
5252.0,5,7,620,particulier,0
2809.0,21,4,1399,agent,0
4173.0,19,2,1791,particulier,0
3768.0,17,2,1973,facture,0
6381.0,18,2,1422,particulier,0
6542.0,16,0,1477,particulier,0
831.0,23,2,1991,particulier,0
488.0,23,2,1521,particulier,0
7719.0,23,3,2089,particulier,0
9041.0,19,3,449,particulier,0
1384.0,23,3,1827,facture,0
678.0,21,7,679,particulier,0
3584.0,19,2,35,particulier,0
7268.0,19,7,650,agent,0
15183.0,20,0,1983,agent,0
5109.0,14,5,1336,agent,0
2402.0,21,7,29,facture,0
1542.0,20,6,379,particulier,0
3327.0,20,3,1575,particulier,0
2555.0,23,1,392,particulier,0
1390.0,20,2,1615,particulier,0
18797.0,11,9,1486,particulier,1
15024.0,7,3,489,particulier,0
8653.0,20,2,121,agent,0
1506.0,17,2,2036,particulier,0
6814.0,11,2,460,particulier,0
5674.0,23,3,1695,particulier,0
4799.0,17,0,297,particulier,0
9530.0,7,3,1131,particulier,0
5654.0,21,4,1706,particulier,0
6180.0,23,5,839,particulier,0
5661.0,21,1,460,facture,0
4401.0,23,6,725,particulier,0
723.0,14,1,1275,particulier,0
3537.0,23,5,1835,particulier,0
2053.0,23,9,483,particulier,0
1110.0,23,5,422,particulier,0
13760.0,21,1,1299,agent,0
14323.0,21,3,1343,particulier,0
10460.0,20,1,847,particulier,0
4093.0,21,5,675,facture,0
10384.0,21,3,1038,particulier,0
3328.0,8,3,1165,particulier,0
3914.0,20,6,922,agent,0
1301.0,8,4,1007,agent,0
4617.0,17,1,1004,facture,0
3468.0,18,1,1909,particulier,0
1089.0,7,6,648,agent,0
3154.0,7,4,2096,particulier,0
3079.0,19,3,2121,particulier,0
15183.0,21,4,480,facture,0
7045.0,10,3,1066,agent,0
3327.0,23,6,2179,particulier,0
4070.0,19,5,765,particulier,0
3421.0,20,2,596,agent,0
2773.0,7,4,229,particulier,0
1313.0,18,0,1220,agent,0
2898.0,19,4,379,particulier,0
1747.0,9,2,626,particulier,0
1138.0,23,3,647,agent,0
5087.0,6,0,2020,agent,0
4594.0,19,5,1662,particulier,0
721.0,8,5,851,particulier,0
2968.0,22,2,215,agent,0
7680.0,21,4,1558,particulier,0
8106.0,20,3,160,agent,0
7879.0,11,5,173,agent,0
3405.0,17,4,2072,particulier,0
1606.0,21,2,2049,particulier,0
1311.0,23,6,1316,particulier,0
4416.0,17,2,577,particulier,0
4548.0,11,10,1675,agent,0
9840.0,20,2,339,particulier,0
8392.0,20,4,909,agent,0
2944.0,7,1,313,facture,0
1144.0,18,2,1509,particulier,0
2512.0,18,0,997,agent,0
3963.0,22,5,2172,agent,0
2775.0,19,4,63,facture,0
